company_name,cage,email,phone,contact_name,linkID
GENERAL ELECTRIC CO MOTOR BUSINESS GROUP,88422,,,,003459
AMERICAN SAFETY TECHNOLOGIES INC DIV ITW AMERICAN SAFETY TECHNOLOGIES,88444,,,,109936
WESTINGHOUSE ELECTRIC CORP GENERAL CONTROL DIV,88725,,,,003324
ROBBINS AND MYERS INC FLUIDS HANDLING DIV MOTNO INDISTRIAL PRODUCTS BUSINESS UNIT,88758,,,,003175
"DYNATECT MANUFACTURING, INC. DBA DYNATECT MANUFACTURING INC",88759,,,,008592
GEORGE W. DAHL INC.,88773,,,,002883
KEARFOTT CORPORATION DIV GUIDANCE AND NAVIGATION DIVISION,88818,,,,006951
"TABET MANUFACTURING COMPANY, INC. DBA TABET MANUFACTURING CO INC",88829,,,,103940
BCP CONSTRUCTION PRODUCTS DIV OF TEREX CORP,88853,,,,001069
VISHAY MEASUREMENTS GROUP INC,88952,,,,006266
"WACO PRODUCTS, INC DBA WACO PRODUCTS INC",89016,,,,109571
TE CONNECTIVITY CORPORATION,89020,,,,001270
REXARC INTERNATIONAL DBA REXARC,89073,,,,000109
RED DEVIL INC,89093,,,,109003
"EMECO INDUSTRIES, INC",89135,,,,112293
BLUE BIRD BODY CO,89222,,,,103380
PICKARD AND BURNS INC,89244,,,,007162
SIMMONDS PRECISION PRODUCTS INC DBA UTC AEROSPACE SYSTEMS,89305,,,,103491
TELEDYNE SPRAGUE ENGINEERING TELEDYNE INDUSTRIES INC SUB OF TELEDYNE INC,89307,,,,008112
"BARKSDALE, INC",89326,,,,000463
"FRIEDRICH AIR CONDITIONING CO., LTD.",89338,,,,005018
NAVISTAR INTL CORP TRUCK BR OHIO PLANT,89346,,,,106841
EVOQUA WATER TECHNOLOGIES LLC,89357,,,,106885
GENERAL ELECTRIC CO GENERAL PURPOSE CONTROL DEPT MEBANE OPNS,89380,,,,003459
TWECO PRODUCTS INC,89381,,,,000109
ANDERSON W E DIV OF DWYER INSTRUMENTS INC,89395,,,,008089
LEAR SIEGLER INC,89508,,,,005985
GRIMES AEROSPACE CO,89513,,,,101889
CHAMPIONX LLC DIV CHAMPIONX,89524,,,,108616
FLUKE CORP,89536,,,,002771
VULCAN-HART CORP,89564,,,,102201
VULCAN-HART CORP,89565,,,,102201
"THE FREDERICKS COMPANY, INC. DIV TELEVAC",89597,,,,113754
"MACK TRUCKS, INC. DBA MACUNGIE OPERATIONS DIV LEHIGH VALLEY OPERATIONS",89619,,,,001692
CERTAIN-TEED CORP,89638,,,,106093
COLD HEADING COMPANY,89657,,,,103683
"GRAYBAR ELECTRIC COMPANY, INC.",89691,,,,001270
AMPHENOL ELECTRONICS CORP,89709,,,,003197
FOSTER REFRIGERATORS ENTERPRISE INC,89729,,,,103803
CLARK MATERIAL HANDLING COMPANY,89749,,,,000591
REULAND ELECTRIC CO,89762,,,,104124
GEIST MANUFACTURING INC,89846,,,,002193
BERKSHIRE TRANSFORMER,89870,,,,008258
CLARK EQUIPMENT CO TRANSMISSION DIV,89881,,,,006498
HUMBOLDT MFG. CO,89890,,,,100739
"CATERPILLAR WORK TOOLS, INC DBA CATERPILLAR",89917,,,,103794
NEW HOLLAND CONSTRUCTION,89926,,,,000068
"ELBITAMERICA, INC.",89944,,,,004186
SUTTON - CLARK SUPPLY INCORPORATED DBA SUTTON CLARK SUPPLY INC,8A218,,,,004010
UNISTRUT CORPORATION,8A2K5,,,,001270
RHH FOAM SYSTEMS INC.,8A2L5,,,,106676
F ROGERS CO.,8A310,,,,003248
CUMMINS SOUTHERN PLAINS INC,8A339,,,,000963
"OGS INDUSTRIES, INC",8A623,,,,003832
"SOUTHWIRE COMPANY, LLC",8A7P7,,,,105521
PUNCHING CONCEPTS INC DBA PROCAL,8A7T0,,,,102708
FAN EQUIPMENT CO INC,8A810,,,,104347
SEXWAX INC DBA ZOG INDUSTRIES,8A8Q4,,,,110763
"PIERCE ALUMINUM COMPANY, INC. DIV CHESAPEAKE",8AGU2,,,,006876
AMPHENOL CORPORATION DBA AMPHENOL CONNEX,8AME4,,,,003197
EPIROC USA LLC,8AMX9,,,,001178
IDI CORP,8B573,,,,003197
SEVENTYTHREE MANUFACTURING CO INC,8B659,,,,102397
EUR-PAC CORPORATION,8B805,,,,102680
ACRO ELECTRONICS CORP,8B840,,,,102623
MAGLINE INC STANDISH DIV,8B970,,,,002146
RACINE FEDERATED INC RACINE HYDRAULIC TOOL DIV,8C271,,,,000909
RELIANCE ELECTRIC INDUSTRIAL CO,8D036,,,,006016
ALCO ELECTRONICS PRODUCTS INC,8D304,,,,003197
GRAINGER DIV OF W W GRAINGER INC,8D407,,,,000621
"LEWMAR, INC.",8D492,,,,103849
"HUMIDAIRE CO., INC.",8D851,,,,104019
IDEAL CLAMP PRODUCTS INC,8D8Z0,,,,001968
LEGION INDUSTRIES DIV 02/05/2019,8DYE6,,,,102201
ALLEN-BRADLEY CO,8E299,,,,001370
AAXICO SALES INC,8E351,,,,102211
AURORA PUMP A UNIT OF GENERAL SIGNAL CORP,8E426,,,,003649
KEYSTONE ELECTRONICS INC,8E493,,,,003197
KOEHRING CRANES AND EXCAVATORS INC SUB OF NORTHWEST ENGINEERING CO,8E499,,,,003072
TLA INC,8E708,,,,002926
"METAL IMPROVEMENT CO LLC DIV EVERLUBE PRODUCTS A DIV.OF METAL IMPROVEMENT COMPANY, LLC",8F024,,,,111519
"MARCH ELECTRONICS, INC. DBA MARCH ELECTRONICS INC",8F056,,,,006003
"MINE SAFETY APPLIANCES COMPANY, LLC DBA M S A",8F723,,,,000054
NMB CORP,8F770,,,,103778
"MARSH INDUSTRIES, INC.",8F780,,,,110104
NOVAFLEX HOSE,8H452,,,,000119
LUVERNE TRUCK EQUIPMENT INC. DBA RE-TRAC USE CAGE CODE 30226 FOR CATALOGING,8H616,,,,006868
PERKINS MACHINE CO,8H749,,,,105437
"GREAVES COMPANY, INC. DBA GREAVES CO INC",8H945,,,,108211
CRANE AMERICA SERVICES INC ADMINISTRATIVE OFFICE,8J705,,,,109655
LAMINATED SHIM CO INC,8J752,,,,101261
E-MON LLC,8J814,,,,001042
SAFARILAND LLC,8J931,,,,111545
RAPID RIVET AND FASTENER CORPORATION DBA RAPID RIVET & FASTENER CORP,8J942,,,,100539
"VENTUREDYNE, LTD. DIV DINGS CO. - DYNAMICS GROUP",8JBQ5,,,,006831
BARBER-COLMAN CO INDUSTRIAL INSTRUMENTS DIV,8K063,,,,104260
"VER SALES, INC. DBA VER SALES INC",8K368,,,,100170
MALLORY CAPACITOR CORP SUB OF EMHART INDUSTRIES INC,8L593,,,,003197
DELUXE TANK MFG INC,8L740,,,,107859
ALATEC PRODUCTS,8M752,,,,008368
"DAUBERS, INC OF WASHINGTON DBA DAUBERS",8M903,,,,100959
BSE INC,8ME17,,,,112718
DIGITAL EQUIPMENT CORP,8N333,,,,006239
TECH-CABLE PRODUCTS INC,8N743,,,,100722
DANA CORP DRIVETRAIN SERVICE DIV,8N900,,,,100857
"E-ONE, INC.",8P082,,,,107964
"BRENNEMAN ASSOCIATES, INC. DBA BRENNEMAN & ASSOCIATES",8P294,,,,105248
ADVANCED DRAINAGE SYSTEMS INC,8P516,,,,008439
TRAVERS TOOL CO INC DBA TRAVERS TOOL CO INC,8P674,,,,112096
"HARRISON EQUIPMENT COMPANY, INC.",8P770,,,,109106
KRAFT POWER CORP,8P941,,,,001173
KUBOTA TRACTOR OF THE TRISTATE LLC DBA KUBOTA AUTHORIZED DEALER,8PNA2,,,,003826
SIGNCASTER CORP DBA SIGNCASTER CORP DIV JOHNSON PLASTICS PLUS,8R044,,,,111055
ESTA PRODUCTS COMPANY,8R230,,,,104176
CENTURY FASTENERS CORP,8R639,,,,002250
CARVER SUPPLY INC.,8R659,,,,100257
"THE ULTRAN GROUP, INC.",8R947,,,,007280
CHUGACH TECHNICAL SOLUTIONS LLC DIV VIRGINIA BRANCH OFFICE,8RSK9,,,,109575
FUEL SYSTEMS INC,8S377,,,,102702
"GIGA, INC. DBA GIGA INC",8S706,,,,008532
SUNSOURCE,8S710,,,,104366
DYNAWELD INC,8S867,,,,006666
LUCAS AEROSPACE INC PRODUCT SUPPORT DIV,8T061,,,,008040
"G M J MACHINE CO, INC DIV G.M.J. MACHINE COMPANY, INC.",8T119,,,,102000
CINCINNATI GEARING SYSTEMS INCORPORATED DIV CINCINNATI STEEL TREATING COMPANY,8T326,,,,100078
EVERETT/CHARLES CONTACT PRODUCTS INC,8T332,,,,111473
WHITE LIFT TRUCK PARTS AND MFG CO INC,8T464,,,,104267
SPARTAN MOTORS INC,8T496,,,,105540
"AIRGAS USA, LLC",8T4P2,,,,108702
RICHARDS INDUSTRIES VALUE GROUP MARWIN BALL VALUE DIV,8T690,,,,100996
"RHBA ACQUISITIONS, LLC DBA RED HEAD BRASS",8T694,,,,000374
NEW ENGLAND BRAIDING CO. INC.,8U221,,,,108714
STONE CHEMICAL LABORATORY INC,8U526,,,,105349
MCGEAN-ROHCO INC,8U841,,,,104569
"R. L. MORRISSEY & ASSOCIATES, INC",8U976,,,,008338
DOERING CO,8V003,,,,100695
"TW METALS, INC.",8V607,,,,006583
THE BOEING COMPANY,8V613,,,,006608
HOUSE OF TEXTILES INC,8V616,,,,006608
R G EXCAVATING INC,8V671,,,,004205
AMERICAN GODIVA,8W499,,,,110936
"W. H. SMITH HARDWARE COMPANY, THE",8W529,,,,100702
DETROIT STEEL PRODUCTS MEMBER MARMON GROUP OF COMPANIES,8W572,,,,101004
EATON AEROQUIP LLC DBA JACKSON NORTH 1,8W928,,,,104834
PERKINS POWER CORP,8X022,,,,105420
"DERCO AEROSPACE, INC. DBA DERCO AEROSPACE, INC. A LOCKHEED MARTIN COMPANY",8X044,,,,006129
"TRIUMPH MANUFACTURING COMPANY, INC.",8X098,,,,006712
"WOLSELEY INDUSTRIAL GROUP DBA FRISCHKORN CONTROLS DIV DIV WOLSELEY INDUSTRIAL GROUP, A FERGUSON ENTERPRISE",8X395,,,,109535
SEASPACE CORPORATION,8X420,,,,100078
"SAF-AIR PRODUCTS, INC",8Y207,,,,002033
"UNICOM GOVERNMENT, INC.",8Y261,,,,109413
"AVOCENT HUNTSVILLE, LLC DBA AVOCENT-HUNTSVILLE",8Y651,,,,101638
FASNAP CORP,8Y937,,,,103943
BETATHERM CORP,8Z021,,,,106070
JEFFERY P MORIN DBA HILLCO MFG. CO.,8Z052,,,,103672
DANFOSS FLUID POWER INC EASLEY OPN,8Z296,,,,000463
"GCSC ENTERPRISES, INC.",8Z339,,,,110099
"EVEREST VALVE COMPANY, INC.",8Z389,,,,111228
"LEDTRONICS, INC. DBA LEDTRONICS INC",8Z410,,,,101854
L-3 COMMUNICATIONS WESTWOOD CORPORATION DBA EDI DIVISION USE CAGE CODE 23905 FOR CATALOGING DIV TANO DIVISION,8Z495,,,,002834
HEYCO INC,8Z679,,,,003197
"J.J. SHORT ASSOCIATES, INC.",8Z901,,,,000278
"PUROLATOR FACET INC. DIV PARKER AEROSPACE FILTRATION DIVISION DBA PUROLATOR FACET, IN",90005,,,,006175
TECSTAR ELECTRO SYSTEMS INC,90012,,,,102384
THE RAYMOND CORP DBA RAYMOND SALES CORP DIV THE RAYMOND CORPORATION,90031,,,,101571
CMC ELECTRONICS INC,90073,,,,103513
NORTHROP GRUMMAN SYSTEMS CORPORATION DBA NORTHROP GRUMMAN IS DIV MARINE SYSTEMS,90099,,,,102657
COOPER INDUSTRIES INC DENVER FACILITY-MINING AND CONSTRUCTION,90120,,,,004008
"COOPER CROUSE-HINDS, LLC DIV CROUSE-HINDS MOLDED PRODUCTS DIVISION",90129,,,,005974
"EATON AEROSPACE, LLC DBA JACKSON SOUTH",90166,,,,102568
WERNER CO DBA WERNER EXTRUDED PRODUCTS CO,90172,,,,003068
"GRAYBAR ELECTRIC COMPANY, INC.",90176,,,,001270
"MALLORY SONALERT PRODUCTS, INC.",90201,,,,002787
COLUMBUS MCKINNON CORP DIV COLUMBUS MCKINNON CORPORATION,90202,,,,002710
ADAMS S G METAL WARE,90249,,,,100238
DURACELL INC,90303,,,,102512
CONSOLIDATED SEWING MACHINE CORP,90338,,,,005880
,,,,,007261
STAR MANUFACTURING INTERNATIONAL INC. DBA STAR MANUFACTURING,90362,,,,107116
MIDWEST MIXING INC,90399,,,,008755
BRISKHEAT CORPORATION DBA BRISKHEAT CORP,90411,,,,005890
THE GRIEVE CORPORATION DBA GRIEVE CORP,90423,,,,105028
CLIPPARD INSTRUMENT LABORATORY INC,90526,,,,002674
LOCKHEED MARTIN CORP DBA LOCKHEED MARTIN DIV MST - EAGAN,90536,,,,002901
CLAYTON HILL GREENHOUSE CO DIV TIMOTHY HILL,90566,,,,104267
ENGINEERED AIR SYSTEMS INC. DBA DRS SUSTAINMENT SYSTEMS,90598,,,,106486
BOWEN PRODUCTS CORP,90655,,,,004003
ENERSYS CORPORATION DIV MOTIVE POWER NATIONAL ACCOUNTS,90660,,,,109271
NI INDUSTRIES INC BOWERS MFG CO DIV,90759,,,,006832
PEERLESS PUMP A TBG INC CO,90785,,,,008097
"ROMAC INDUSTRIES, INC. DBA HAYS FLUID CONTROLS DIV HAYS FLUID CONTROLS DIVISION",90800,,,,002466
OTTAWA TRUCK INC DIV CARGOTEC SOLUTIONS LLC - KALMAR AMERICAS REGION,90915,,,,001192
FORD MOTOR CO FORD PARTS AND SERVICE DIV INDUSTRIAL ENGINE OPNS,90927,,,,000068
FIATALLIS NORTH AMERICA INC,90940,,,,101568
PARKER-HANNIFIN CORPORATION DBA REFRIGERATION SPECIALTIES DIV REFRIGERATING SPECIALTIES DIVISION,91051,,,,000453
GA PIPE INC DBA TRENTON PIPE NIPPLE CO,91109,,,,002603
VIC MFG CO,91126,,,,007364
VIRCO MFG CORP,91131,,,,111421
"WAYNE WIRE CLOTH PRODUCTS, INC. DBA WAYNE WIRE AIRBAG COMPONENTS",91139,,,,001031
ELECTRO IMPULSE LABORATORY INC DBA ELECTRO IMPULSE INC,91161,,,,100078
,,,,,002693
HACH COMPANY DBA HACH CO,91224,,,,105840
PARKER-HANNIFIN CORPORATION DIV O-RING DIVISION,91265,,,,003867
"KNOWLES CAZENOVIA, INC. DIV JOHANSON MANUFACTURING",91293,,,,005964
MET-PRO CORPORATION,91340,,,,004206
NORRISEAL NORRIS VALUES DIV DBA DOVER CO,91363,,,,101614
RADIO MATERIALS CORP,91418,,,,006107
MCC POWERS PROCESS CONTROLS DIV OF MARK CONTROLS CORP,91424,,,,007342
AUGAT INC,91506,,,,007027
AUTOMATIC VALVE CORP. DBA AUTOMATIC VALVE NUCLEAR,91510,,,,001542
BOWES SEAL FAST CORP,91540,,,,108731
HONEYWELL INTERNATIONAL INC. DBA HONEYWELL,91547,,,,100211
EMERSON ELECTRIC CO DBA BROOKS INSTRUMENT DIVISION,91556,,,,005955
PARKER HANNIFIN CORPORATION DBA QUICK COUPLING DIV DIV QUICK COUPLING DIVISION BRUNING OPERATION,91561,,,,000097
"REXNORD INDUSTRIES, LLC DIV SEAL OPERATION",91587,,,,100861
"VISHAY DALE ELECTRONICS, LLC DIV VISHAY AMERICAS",91637,,,,003962
"SERVICE BRASS AND ALUMINUM FOUNDRY CO, INC. DBA SERVICE BRASS FITTINGS",91643,,,,005925
AVX CORPORATION,91662,,,,003215
GILLINDER BROTHERS INC,91729,,,,101623
H AND H TUBE AND MFG CO,91744,,,,002538
"ALABAMA AIRCRAFT INDUSTRIES, INC. - BIRMINGHAM",91763,,,,102739
MESTEK INC KOLDWAVE DIV,91764,,,,105454
INDUSTRIAL DEVICES INC,91802,,,,002538
JANCO CORPORATION DBA JANCO CORP DIV MASON CONTROLS,91812,,,,104062
"CIRCOR AEROSPACE, INC. DBA CIRCOR AEROSPACE INC",91816,,,,102254
KEYSTONE ELECTRONICS CORP,91833,,,,003197
WINCHESTER INTERCONNECT CORPORATION,91836,,,,103972
KNAPPCO CORPORATION DBA CIVACON,91840,,,,006740
ORTMAN FLUID POWER QUINCY COMPRESSOR DIV SUB OF COLTEC INDUSTRIES INC,91940,,,,001243
"BEARON MANUFACTURING, LLC DBA BEARON MANUFACTURING LLC",92006,,,,103608
IMI CRITICAL ENGR PBM LLC,92021,,,,003310
DELTROL CORP DELTROL FLUID PRODUCTS DIV,92029,,,,000075
PRC-DESOTO INTL INC,92108,,,,102049
WINCHESTER INTERCONNECT RF CORPORATION,92180,,,,002690
"BELDEN, INC.",92194,,,,105619
UNIVERSAL METAL HOSE CO,92195,,,,102011
HOWMET GLOBAL FASTENING SYSTEMS INC DIV TORRANCE OPERATIONS,92215,,,,003137
"TATTNALL, COUNTY OF DBA TATTNALL COUNTY SHERIFFS OFFICE",92219,,,,008055
PEERLESS GEAR AND MACHINE DIVISION OF TECUMSEH PRODUCTS CO,92289,,,,001195
ALLIS-CHALMERS CORP,92392,,,,007300
"AMTEK INC DIV AMETEK, INC.",92456,,,,106122
ATTWOOD CORP,92489,,,,109586
DURACOTE CORP,92515,,,,104272
THE LEE CO DBA THE LEE CO,92555,,,,006850
"MCGILL MANUFACTURING CO, INC",92563,,,,100785
JOHNSON CONTROLS INC CONTROL PRODUCTS DIV,92578,,,,008129
TEL-INSTRUMENT ELECTRONICS CORP DIV TEL-INSTRUMENT ELECTRONICS CORPORATION,92606,,,,008758
CARLISLE INTERCONNECT TECHNOLOGIES INC,92607,,,,101445
"HOGENTOGLER & CO., INC.",92626,,,,100578
NAVISTAR INTL CORP MELROSE PARK ENGINE PLANT LOCATION /MELROSE PARK/,92679,,,,008321
IMC MAGNETICS CORP EASTERN DIV,92702,,,,104062
"THE CALDWELL GROUP, INC.",92729,,,,101332
LA MARCHE MFG CO. DBA LA MARCHE,92731,,,,006029
NORTHROP GRUMMAN SYSTEMS CORP DBA NORTHROP GRUMMAN SYSTEMS CORP DIV LAND & SELF PROTECTION SYSTEMS DIV,92755,,,,003435
THERMAL CERAMICS INC,92798,,,,112345
MORRIS COUPLING COMPANY DBA TENNESSEE TUBEBENDING DIVISION DIV GRAND BENDING,92813,,,,103856
SCHEIDL MFG CO INC,92819,,,,100757
"MAG AEROSPACE INDUSTRIES INC.,DBA MONOGRAMSYSTEMS DBA MONOGRAM SYSTEMS",92824,,,,008056
BARNES GROUP INC. DBA ASSOCIATED SPRING DIV ASSOCIATED SPRING BRISTOL,92830,,,,006009
JOHN DEERE TRACTOR WORKS SUB OF DEERE AND CO,92836,,,,002120
H & L TOOTH COMPANY DBA H & L FORGE,92839,,,,001425
ANCHOR INDUSTRIES INC,92850,,,,104532
BENTON HARBOR ENGINEERING INC,92852,,,,100187
HANNAY REELS INC,92858,,,,103330
MIDAS INTL CORP,92859,,,,103330
MARVEL ENGINEERING COMPANY INC,92863,,,,001883
ZF OFF-HIGHWAY SOLUTIONS MINNESOTA INC,92865,,,,000759
ORSCHELN PRODUCTS LLC,92867,,,,003306
HDT EXPEDITIONARY SYSTEMS INC,92878,,,,102319
COLUMBIA LIGHTING LCA INC,92929,,,,002193
EMERSON ELECTRIC CO EMERSON SPECIALTY MOTOR DIV,92940,,,,000997
HUTCHENS INDUSTRIES INC,92967,,,,103363
NATIONAL TORCH TIP CO INC DIV OF ARCHSMITH INC,93009,,,,000109
THE ROWLAND COMPANY DBA ROWLAND CO,93050,,,,103534
PARKER-HANNIFIN CORP DIV FLUID SYSTEM CONNECTOR DIVISION,93061,,,,001230
MENDENHALL INDUSTRIES CORP DIV MENDENHALL INDUSTRIES,93072,,,,104118
PARKER-HANNIFIN CORPORATION DBA PNEUTRONICS DIV INSTRUMENTATION PRODUCTS DIVISION,93181,,,,001911
GENERAL ELECTRIC CO PRODUCTS SERVICE SALES MAJOR APPLIANCE BUSINESS GROUP,93217,,,,001013
CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION DBA CURTISS WRIGHT ENGINEERED PUMP DIVISION USE CAGE CODE 0UBG9 FOR CATALOGING,93232,,,,001838
TURBODYNE DIV OF DRESSER INDUSTRIES INC SEE CODE 0BR59,93235,,,,002599
DRESSER-RAND CO WORTHINGTON COMPRESSOR OPN A JOINT VENTURE,93236,,,,101458
WOODS DIV OF HESSTON CORP,93314,,,,103634
GE AVIATION SYSTEMS LLC,93366,,,,103304
"SUPER VACUUM MANUFACTURING CO., INC. DBA SUPER VACUUM MANUFACTURING CO INC",93457,,,,103431
SPECTRUM CONTROL INC DIV WEINSCHEL,93459,,,,100078
PETTIBONE CORP PETTIBONE NEW YORK DIV,93543,,,,006607
HARSCO CORP BMY-COMBAT SYSTEMS DIV,93568,,,,003021
PENTAIR VALVES & CONTROLS US LP DIV FLOW CONTROL US HOLDING CORP,93591,,,,101458
HUSCO INTERNATIONAL INC,93784,,,,107766
"CORNELL-DUBILIER ELECTRONICS, INC.",93790,,,,003197
PARKER-HANNIFIN CORP DIV HYDRAULIC SYSTEMS DIVISION,93835,,,,103565
PRIME-MOVER CO THE,93880,,,,002162
TEXTRON FASTENING SYSTEMS DBA DECORAH OPERATIONS TFS,93907,,,,002250
COLUMBUS MCKINNON CORPORATION,93922,,,,003740
"RADIODETECTION, LLC",93929,,,,003495
MELSTROM MANUFACTURING CORPORATION,93953,,,,003876
REPUBLIC ELECTRONICS CORP S INC,93958,,,,004999
LEAR SIEGLER INC HYPRO DIV,94001,,,,001079
AIRCO WELDING PRODUCTS DIV OF BOC GROUP INC CUTTING MACHINE DEPT,94080,,,,004087
A C AND R COMPONENTS INC,94112,,,,100951
SCHRADER-BRIDGEPORT INTERNATIONAL INC DBA SYRACUSE GUAGE,94113,,,,100136
BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC. DBA BAE SYSTEMS,94117,,,,103144
"AQUALUNG USA, INC",94120,,,,103997
KEYSTONE ELECTRONICS CO,94139,,,,003197
ELECTRO ARC MANUFACTURING CO. DIV AMES HARDNESS TESTERS,94199,,,,109013
SOUTHCO INC,94222,,,,002739
SPAENAUR INC,94223,,,,102414
THE CHAMPION COMPANY DIV GROUND SUPPORT EQUIPMENT,94231,,,,008721
KOEHRING CO LORAIN DIV PARTS DEPT,94243,,,,003072
HUGHEY & PHILLIPS INC DBA HONEYWELL AIRPORT SYSTEMS,94295,,,,008722
GASBOY INTL LLC,94349,,,,104859
"LAX ELECTRONICS, INC. DBA AUTOMATIC CONNECTOR DIV AUTOMATIC CONNECTOR",94375,,,,002716
RAYTHEON COMPANY DBA RAYTHEON CO DIV LAND & AIR DEFENSE SYSTEMS,94404,,,,100942
GARRISON MANUFACTURING INC,94431,,,,003820
"BUCHER HYDRAULICS, INC. DIV BUCHER HYDRAULICS GRAND RAPIDS",94433,,,,101007
FISHER SCIENTIFIC WORLDWIDE,94480,,,,108213
RAE CORP,94506,,,,104620
ILLINOIS CLAY PRODUCTS CO,94508,,,,008071
SIRCHIE ACQUISITION CO LLC,94514,,,,105682
BRP MANUFACTURING CO,94519,,,,000476
FEDERAL BRUSH CORP,94561,,,,102990
HONEYWELL INTERNATIONAL INC. DIV AEROSPACE-MINNEAPOLIS,94580,,,,007911
V I J CORP DIV NATIONAL UTILITIES COMPANY,94581,,,,006967
"FLUID CONDITIONING PRODUCTS, INC.",94592,,,,003900
TROJAN BATTERY COMPANY,94598,,,,008449
HONEYWELL SENSING & CONTROL,94603,,,,005906
AMOT CONTROLS LLC,94607,,,,007351
"PECK & HALE, LLC",94658,,,,006952
MITCHELL MFG CO,94681,,,,007333
"DAMPNEY COMPANY, INC.",94689,,,,109653
SE RELAYS LLC MAGNECRAFT DIV SE RELAYS LLC MAGNECRAFT,94696,,,,000031
MOOG INC,94697,,,,100712
THE BOEING COMPANY DIV LEGACY BOEING HB1,94756,,,,102695
PELLERIN MILNOR CORPORATION,94830,,,,008478
"KECO INDUSTRIES, INC.",94833,,,,106486
MARKAL CO,94858,,,,100559
DROITCOUR CO,94874,,,,109318
JERGENS INC DIV TOOLING COMPONENTS DIVISION,94882,,,,007024
"MILTON INDUSTRIES, INC",94894,,,,000674
3M COMPANY DBA 3M DIV TSS DIVISION,94960,,,,101027
3M COMPANY DIV INDUSTRIAL MINERALS DIV.,94962,,,,100110
ORLANDI GEAR COMPANY INC,94979,,,,101873
COOPER INDUSTRIES INC CHAMPION AVIATION PRODUCTS,94988,,,,003839
DANA CORP SPICER TRANSMISSION DIV,95019,,,,003759
DURSTON MANUFACTURING COMPANY DBA VIM TOOLS,95021,,,,101332
"SV MICROWAVE, INC. DIV SV MICROWAVE",95077,,,,002899
CLARK-RELIANCE LLC DBA JACOBY-TARBOX,95094,,,,003635
LITTLE GIANT CRANE AND SHOVEL INC,95097,,,,001724
ALCATEL-LUCENT HOLDINGS INC.,95104,,,,008277
"ROCKWELL COLLINS, INC. DIV COLLINS AEROSPACE - MISSION SYSTEMS",95105,,,,007334
"DIXON VALVE & COUPLING COMPANY, LLC",95138,,,,001459
ALCO ELECTRONIC PRODUCTS INC,95146,,,,003197
NAPCO INTERNATIONAL LLC DBA NAPCO INTERNATIONAL INC,95201,,,,002355
PARKER-HANNIFIN CORPORATION DIV CYLINDER DIVISION,95208,,,,000721
UNIVEX CORPORATION DIV UNIVEX CORPORTATION,95219,,,,111189
GEARTRONICS CORP,95234,,,,105705
WINCHESTER INTERCONNECT CORPORATION DBA WINCHESTER INTERCONNECT DIV WINCHESTER INTERCONNECT RF CORPORATION,95238,,,,102145
LIGHTING COMPONENTS AND DESIGN INCORPORATED DBA LC&D,95263,,,,007959
"OECO, LLC DBA PACIFIC SCIENTIFIC OECO DIV FIRE SAFETY AND POWER SYSTEMS",95266,,,,101592
SKURKA AEROSPACE INC,95270,,,,103789
STILLMAN SEAL CORPORATION DIV STILLMAN SEAL CORPERATION,95272,,,,006909
CONFORTI S A OFFICINE ELETTROMECCANICHE SPA,95278,,,,003428
FRYMASTER/DEAN DBA VARIMIXER,95284,,,,100925
UNIDYNAMICS/SAINT LOUIS INC CONROE OPNS,95310,,,,007230
CLOW CORP MARINE VALVE PRODUCTS DIV,95321,,,,109490
"AERCO INTERNATIONAL, INC. DBA AERCO INTERNATIONAL INC",95368,,,,002862
ELECTRIC BOAT CORP DBA ELECTRO DYNAMIC,95402,,,,101973
"MEGGITT (ORANGE COUNTY), INC.",95411,,,,101592
PHILMORE MFG CO INC,95598,,,,003197
MARATHON LE TOURNEAU CO,95685,,,,008212
EDO ARTISAN INC,95692,,,,008291
"AIRCO REPUBLIC ELECTRONICS, INC. DIV THE AERONAUTICAL INSTRUMENT & RADIO CO",95750,,,,004999
PROTECTIVE CLOSURES CO INC,95760,,,,005005
STEWART-WARNER ALEMITE CORP,95879,,,,000454
REVCOR INC,95933,,,,104475
"VIKING TECHNOLOGIES, LTD. DBA USE CAGE CODE 71313 FOR CATALOGING",95937,,,,007162
WISSOTA MFG CO INC,95952,,,,006182
GERIN CORP INC,96009,,,,008713
ARTUS CORP,96013,,,,002975
LIGHTOLIER INC,96018,,,,001042
"NORTHWESTERN TOOLS, INC.",96027,,,,007356
CRANE PUMPS & SYSTEMS PFT CORP DIV CRANE PUMPS & SYSTEM PFT CORP.,96046,,,,001717
"ESAB GROUP, INC., THE DBA ESAB WELDING AND CUTTING PRODUCTS DIV ESAB WELDING AND CUTTNG",96073,,,,000109
"GAS EQUIPMENT ENGINEERING CORPORATION, THE DBA GEECO",96101,,,,008279
FUNK MFG CO SUB OF DEERE AND CO,96105,,,,002120
GE RUSKA INSTRUMENT CORPORATION DIV GE SENSING SOLUTIONS INC,96116,,,,102741
TRANSDIGM INC DIV AERO FLUID PRODUCTS,96124,,,,002033
RIVERSIDE MANUFACTURING LLC,96139,,,,008200
EATON CORPORATION DIV EATON FLUID POWER,96151,,,,000075
CHICAGO FAUCET CO THE,96165,,,,006595
